City,Colors Reported,Shape Reported,State,Time,Location
Bayfield,RED,SPHERE,WI,7/16/1999 23:50,"Bayfield,WI"
North Bowers Beach,,,DE,7/17/1999 0:00,"North Bowers Beach,DE"
Lemon Cove,,DISK,CA,7/17/1999 13:15,"Lemon Cove,CA"
Sewell,,TRIANGLE,NJ,7/17/1999 22:00,"Sewell,NJ"
Sewell,RED,TRIANGLE,NJ,7/17/1999 22:00,"Sewell,NJ"
Hatton,ORANGE,SPHERE,WA,7/17/1999 22:30,"Hatton,WA"
Sandusky,GREEN,SPHERE,OH,7/17/1999 23:00,"Sandusky,OH"
Atlantic Ocean,,,NJ,7/18/1999 0:00,"Atlantic Ocean,NJ"
Columbus,,,OH,7/18/1999 1:00,"Columbus,OH"
Malta,,LIGHT,NY,7/18/1999 1:00,"Malta,NY"
Jacksonville,RED,FLASH,FL,7/18/1999 2:00,"Jacksonville,FL"
Escondido,ORANGE,FIREBALL,CA,7/18/1999 4:10,"Escondido,CA"
East Springfield,ORANGE,CIRCLE,PA,7/18/1999 4:15,"East Springfield,PA"
San Antonio,,,TX,7/18/1999 5:04,"San Antonio,TX"
Chino Hills,,FLASH,CA,7/18/1999 11:45,"Chino Hills,CA"
York,ORANGE,DISK,PA,7/18/1999 16:00,"York,PA"
La Grande,,VARIOUS,OR,7/18/1999 21:10,"La Grande,OR"
Porterville,,LIGHT,CA,7/18/1999 21:30,"Porterville,CA"
Blythe,,LIGHT,CA,7/18/1999 22:00,"Blythe,CA"
Claremont,,TRIANGLE,CA,7/18/1999 22:00,"Claremont,CA"
Houston,,CIRCLE,TX,7/18/1999 22:30,"Houston,TX"
Pound Ridge,,SPHERE,NY,7/18/1999 22:30,"Pound Ridge,NY"
Robbins,ORANGE,CIRCLE,TX,7/18/1999 22:30,"Robbins,TX"
Lincoln,,,NE,7/19/1999 2:05,"Lincoln,NE"
Kennewick,GREEN,FIREBALL,WA,7/19/1999 2:30,"Kennewick,WA"
Durango,,,CO,7/19/1999 5:00,"Durango,CO"
Kansas City,,,KS,7/19/1999 11:00,"Kansas City,KS"
Las Vegas,,OVAL,NV,7/19/1999 21:30,"Las Vegas,NV"
Tonasket,,,WA,7/20/1999 0:00,"Tonasket,WA"
Myrtle Beach,,TRIANGLE,SC,7/20/1999 1:00,"Myrtle Beach,SC"
Minneapolis,,DISK,MN,7/20/1999 3:00,"Minneapolis,MN"
Largo,,LIGHT,FL,7/20/1999 23:00,"Largo,FL"
Clarkson,RED,LIGHT,KY,7/21/1999 0:00,"Clarkson,KY"
Spokane,,CIRCLE,WA,7/21/1999 2:00,"Spokane,WA"
Fort Lewis,,CYLINDER,WA,7/21/1999 23:30,"Fort Lewis,WA"
Tulsa,,LIGHT,OK,7/22/1999 2:00,"Tulsa,OK"
Hood River,,DIAMOND,OR,7/22/1999 2:15,"Hood River,OR"
West Palm Beach,,VARIOUS,FL,7/22/1999 19:30,"West Palm Beach,FL"
Bay Point,RED,OTHER,CA,7/22/1999 20:00,"Bay Point,CA"
Owings Mills,RED,,MD,7/22/1999 23:59,"Owings Mills,MD"
Wheaton,,OTHER,IL,7/23/1999 1:30,"Wheaton,IL"
Spring Green,,LIGHT,WI,7/23/1999 2:00,"Spring Green,WI"
Thornton,,LIGHT,IL,7/23/1999 3:00,"Thornton,IL"
Trona,,OTHER,CA,7/23/1999 5:30,"Trona,CA"
South China,,OTHER,ME,7/23/1999 19:50,"South China,ME"
Tracy,,,CA,7/23/1999 20:27,"Tracy,CA"
Marietta,,CIGAR,OH,7/23/1999 22:30,"Marietta,OH"
Modena,,CIGAR,NY,7/23/1999 22:30,"Modena,NY"
Cedar City,,OTHER,UT,7/23/1999 23:00,"Cedar City,UT"
Van Horn,,DISK,TX,7/23/1999 23:00,"Van Horn,TX"
Huntingdon Valley,,DISK,PA,7/23/1999 23:12,"Huntingdon Valley,PA"
Woodbine,,,IA,7/23/1999 23:40,"Woodbine,IA"
Coalinga,,TRIANGLE,CA,7/23/1999 23:45,"Coalinga,CA"
Lancaster County,,RECTANGLE,PA,7/24/1999 0:12,"Lancaster County,PA"
Garland,,VARIOUS,TX,7/24/1999 0:25,"Garland,TX"
Philadelphia,,FLASH,PA,7/24/1999 19:00,"Philadelphia,PA"
Alamosa,,DISK,CO,7/24/1999 19:50,"Alamosa,CO"
Hale,,CIRCLE,MO,7/24/1999 21:30,"Hale,MO"
Ashland,,LIGHT,OR,7/24/1999 22:20,"Ashland,OR"
Boca Raton,,DISK,FL,7/25/1999 2:30,"Boca Raton,FL"
Jacksonville,,LIGHT,FL,7/25/1999 3:55,"Jacksonville,FL"
Oklahoma City,,OTHER,OK,7/25/1999 5:00,"Oklahoma City,OK"
Walworth County,,OVAL,WI,7/25/1999 11:35,"Walworth County,WI"
Manitowoc,,CIRCLE,WI,7/25/1999 15:00,"Manitowoc,WI"
Seneca,,EGG,KS,7/25/1999 19:00,"Seneca,KS"
Rocky Mount,,TRIANGLE,LA,7/25/1999 20:00,"Rocky Mount,LA"
Sandy,,TRIANGLE,UT,7/25/1999 20:30,"Sandy,UT"
Moses Lake,,SPHERE,WA,7/25/1999 20:40,"Moses Lake,WA"
Colorado Springs,ORANGE,LIGHT,CO,7/25/1999 22:00,"Colorado Springs,CO"
Cincinnati,,FLASH,OH,7/25/1999 22:30,"Cincinnati,OH"
Verhalen,,DIAMOND,TX,7/25/1999 22:30,"Verhalen,TX"
Bricktown,ORANGE,RECTANGLE,NJ,7/26/1999 14:30,"Bricktown,NJ"
Portland,,VARIOUS,OR,7/26/1999 16:00,"Portland,OR"
Leeds,,SPHERE,AL,7/26/1999 21:00,"Leeds,AL"
Vestal,,LIGHT,NY,7/26/1999 21:30,"Vestal,NY"
Chicago,,DISK,IL,7/26/1999 22:00,"Chicago,IL"
Spokane,,FLASH,WA,7/26/1999 22:00,"Spokane,WA"
Shelbyville,RED BLUE,OVAL,TN,7/26/1999 22:30,"Shelbyville,TN"
Monroe,,LIGHT,WA,7/26/1999 23:00,"Monroe,WA"
Edgewood,,,WA,7/26/1999 23:15,"Edgewood,WA"
Macwahoc,ORANGE GREEN,OTHER,ME,7/27/1999 1:30,"Macwahoc,ME"
Palm Springs,,TRIANGLE,CA,7/27/1999 2:45,"Palm Springs,CA"
Canon City,,FLASH,CO,7/27/1999 5:10,"Canon City,CO"
Fort A.P. Hill,,OVAL,VA,7/27/1999 19:00,"Fort A.P. Hill,VA"
Shoreline,,LIGHT,WA,7/27/1999 21:40,"Shoreline,WA"
Ravenna,,DISK,OH,7/27/1999 22:00,"Ravenna,OH"
The Colony,,OVAL,TX,7/27/1999 22:00,"The Colony,TX"
Vancouver,BLUE,LIGHT,WA,7/27/1999 23:00,"Vancouver,WA"
Rogerville,,OVAL,TN,7/28/1999 1:00,"Rogerville,TN"
Winlock,,VARIOUS,WA,7/28/1999 1:00,"Winlock,WA"
Lebanon,,OTHER,OR,7/28/1999 4:30,"Lebanon,OR"
Dayton,,OTHER,OH,7/28/1999 21:30,"Dayton,OH"
Bremerton,,CIRCLE,WA,7/28/1999 21:33,"Bremerton,WA"
Ponca City,,TRIANGLE,OK,7/28/1999 22:00,"Ponca City,OK"
Twin Falls,,FIREBALL,ID,7/28/1999 22:50,"Twin Falls,ID"
Bellingham,,LIGHT,WA,7/28/1999 23:30,"Bellingham,WA"
Dolgeville,,TRIANGLE,NY,7/28/1999 23:30,"Dolgeville,NY"
HighPoint,,CYLINDER,NC,7/29/1999 0:00,"HighPoint,NC"
Redmond,,CIRCLE,WA,7/29/1999 2:15,"Redmond,WA"
Kankakee,,CHEVRON,IL,7/30/1999 14:00,"Kankakee,IL"
Ballard,GREEN,LIGHT,WA,7/30/1999 22:30,"Ballard,WA"
Akeley,,TRIANGLE,MN,7/31/1999 0:30,"Akeley,MN"
Miami Beach,,OVAL,FL,7/31/1999 7:05,"Miami Beach,FL"
Cortez,,LIGHT,CO,7/31/1999 21:50,"Cortez,CO"
Salt Lake City,ORANGE,DISK,UT,7/31/1999 22:30,"Salt Lake City,UT"
Rocky Mount,,DISK,VA,8/1/1999 3:45,"Rocky Mount,VA"
South Point,,EGG,OH,8/1/1999 12:00,"South Point,OH"
San Jose,,DISK,CA,8/1/1999 13:00,"San Jose,CA"
Tucson,,SPHERE,AZ,8/1/1999 13:00,"Tucson,AZ"
Cleveland,,CIGAR,NY,8/1/1999 15:00,"Cleveland,NY"
Seattle,,CIGAR,WA,8/1/1999 15:30,"Seattle,WA"
Seattle,,CIGAR,WA,8/1/1999 15:31,"Seattle,WA"
Seattle,,CIGAR,WA,8/1/1999 17:30,"Seattle,WA"
The Colony,,SPHERE,TX,8/1/1999 17:35,"The Colony,TX"
Bear Valley Ski Resort,,CIGAR,CA,8/1/1999 18:30,"Bear Valley Ski Resort,CA"
Bethlehem,,SPHERE,PA,8/1/1999 20:00,"Bethlehem,PA"
Rialto,,LIGHT,CA,8/1/1999 20:00,"Rialto,CA"
Boalsburg,RED,LIGHT,PA,8/1/1999 21:00,"Boalsburg,PA"
Redding,,LIGHT,CA,8/1/1999 21:10,"Redding,CA"
Seattle,,DISK,WA,8/1/1999 21:30,"Seattle,WA"
Monterey,,OVAL,CA,8/1/1999 22:10,"Monterey,CA"
West Kennebunk,,SPHERE,ME,8/1/1999 22:30,"West Kennebunk,ME"
Ferndale,,OTHER,WA,8/1/1999 22:45,"Ferndale,WA"
Shanty Creek,,,MI,8/1/1999 23:00,"Shanty Creek,MI"
Eugene,,OTHER,OR,8/1/1999 23:30,"Eugene,OR"
Sausalito,,CIRCLE,CA,8/2/1999 0:00,"Sausalito,CA"
Hollywood,,OTHER,CA,8/2/1999 2:00,"Hollywood,CA"
St. Louis,,CIRCLE,MO,8/2/1999 6:10,"St. Louis,MO"
Federal Way,,,WA,8/2/1999 18:00,"Federal Way,WA"
Utica,,OVAL,NY,8/2/1999 18:15,"Utica,NY"
Marsden,,FLASH,AR,8/2/1999 21:00,"Marsden,AR"
Westport,,LIGHT,WA,8/2/1999 23:30,"Westport,WA"
Salem,,,MA,8/3/1999 21:45,"Salem,MA"
Beaverton,,DISK,OR,8/3/1999 22:00,"Beaverton,OR"
Cockeysville,,LIGHT,MD,8/3/1999 22:00,"Cockeysville,MD"
Madison,,LIGHT,WI,8/3/1999 22:13,"Madison,WI"
Lesage,,LIGHT,WV,8/3/1999 23:15,"Lesage,WV"
Blue Ridge Summit,,,PA,8/3/1999 23:20,"Blue Ridge Summit,PA"
Camp Ripley,BLUE,FORMATION,MN,8/4/1999 2:50,"Camp Ripley,MN"
Rochdale,,SPHERE,MA,8/4/1999 3:00,"Rochdale,MA"
Grants Pass,,EGG,OR,8/4/1999 4:00,"Grants Pass,OR"
Rogue River,,LIGHT,OR,8/4/1999 21:00,"Rogue River,OR"
Arcade,,FLASH,GA,8/4/1999 22:05,"Arcade,GA"
Spokane,,TRIANGLE,WA,8/5/1999 1:30,"Spokane,WA"
Meridian,,LIGHT,ID,8/5/1999 5:15,"Meridian,ID"
Cannon Falls,,,MN,8/5/1999 10:30,"Cannon Falls,MN"
Jacksonville,,VARIOUS,FL,8/5/1999 17:30,"Jacksonville,FL"
Northfield,,EGG,MN,8/5/1999 19:00,"Northfield,MN"
Tomah,,OTHER,WI,8/5/1999 23:20,"Tomah,WI"
Orem,,TRIANGLE,UT,8/6/1999 1:30,"Orem,UT"
Grayling,,DISK,MI,8/6/1999 2:00,"Grayling,MI"
Tooele,,LIGHT,UT,8/6/1999 4:00,"Tooele,UT"
Newport Beach,,DIAMOND,CA,8/6/1999 16:00,"Newport Beach,CA"
Manhattan Beach,,OTHER,CA,8/6/1999 20:45,"Manhattan Beach,CA"
Eureka,ORANGE,CIRCLE,CA,8/6/1999 22:30,"Eureka,CA"
Fittstown,,,OK,8/6/1999 23:00,"Fittstown,OK"
Titusville,,,FL,8/7/1999 2:00,"Titusville,FL"
Santa Nella,,DISK,CA,8/7/1999 3:00,"Santa Nella,CA"
Westminster,,DIAMOND,CA,8/7/1999 10:35,"Westminster,CA"
New York City,,TRIANGLE,NY,8/7/1999 17:00,"New York City,NY"
Pampa,,LIGHT,TX,8/7/1999 20:30,"Pampa,TX"
Payson,,DISK,AZ,8/7/1999 21:00,"Payson,AZ"
Prescott Valley,ORANGE,LIGHT,AZ,8/7/1999 23:45,"Prescott Valley,AZ"
Long Valley,GREEN,DISK,NJ,8/8/1999 10:30,"Long Valley,NJ"
New York City,,OVAL,NY,8/8/1999 13:00,"New York City,NY"
New Brighton,,CIRCLE,PA,8/8/1999 20:00,"New Brighton,PA"
Reidsville,,TRIANGLE,NC,8/8/1999 22:15,"Reidsville,NC"
Denver,,,CO,8/8/1999 22:30,"Denver,CO"
Villa Rica,,OTHER,GA,8/9/1999 18:00,"Villa Rica,GA"
Phillipsburg,,,NJ,8/9/1999 20:00,"Phillipsburg,NJ"
Yosemite National Park,,OTHER,CA,8/9/1999 20:00,"Yosemite National Park,CA"
Yakima,,FIREBALL,WA,8/9/1999 20:18,"Yakima,WA"
King of Prussia,,CROSS,PA,8/9/1999 22:00,"King of Prussia,PA"
Columbus,,FLASH,OH,8/9/1999 22:30,"Columbus,OH"
Conway,,TRIANGLE,AR,8/10/1999 1:00,"Conway,AR"
Napa,,OTHER,CA,8/10/1999 1:00,"Napa,CA"
Gwinnett,ORANGE GREEN BLUE,LIGHT,GA,8/10/1999 2:00,"Gwinnett,GA"
Tillamook,,CYLINDER,OR,8/10/1999 2:00,"Tillamook,OR"
Portland,,LIGHT,OR,8/10/1999 11:00,"Portland,OR"
Jericho,,,VT,8/10/1999 21:00,"Jericho,VT"
Denver,,OTHER,CO,8/10/1999 22:30,"Denver,CO"
Munising,,EGG,MI,8/10/1999 22:30,"Munising,MI"
Westland,,LIGHT,MI,8/10/1999 22:30,"Westland,MI"
Sellersburg,,LIGHT,IN,8/11/1999 5:25,"Sellersburg,IN"
Ettersburg,,RECTANGLE,CA,8/11/1999 16:00,"Ettersburg,CA"
Hwy. 90,,TRIANGLE,SD,8/11/1999 17:30,"Hwy. 90,SD"
Cortez,,LIGHT,CO,8/11/1999 21:45,"Cortez,CO"
Ketchikan,,CIRCLE,AK,8/11/1999 23:07,"Ketchikan,AK"
Gold Canyon,,FORMATION,AZ,8/12/1999 2:30,"Gold Canyon,AZ"
Long Beach,ORANGE,DISK,CA,8/12/1999 3:25,"Long Beach,CA"
Herminie,ORANGE,FORMATION,PA,8/12/1999 3:30,"Herminie,PA"
Highlands Ranch,,FORMATION,CO,8/12/1999 3:30,"Highlands Ranch,CO"
North Wilkesboro,,TRIANGLE,NC,8/12/1999 3:30,"North Wilkesboro,NC"
Apex,,TRIANGLE,NC,8/12/1999 3:58,"Apex,NC"
Fort Wayne,,TEARDROP,IN,8/12/1999 9:30,"Fort Wayne,IN"
Flagstaff,ORANGE,LIGHT,AZ,8/12/1999 10:00,"Flagstaff,AZ"
Chesapeake Bay,,DISK,MD,8/12/1999 16:00,"Chesapeake Bay,MD"
Elizibethtown,,CIRCLE,IL,8/12/1999 21:00,"Elizibethtown,IL"
Marietta,,FIREBALL,OH,8/12/1999 21:00,"Marietta,OH"
Fresno,,,CA,8/12/1999 21:25,"Fresno,CA"
Milwaukee,,TEARDROP,WI,8/12/1999 22:00,"Milwaukee,WI"
Myrtle Creek,,CIRCLE,OR,8/12/1999 22:00,"Myrtle Creek,OR"
North South Padre Island,,,TX,8/12/1999 22:00,"North South Padre Island,TX"
Bloominggrove,,,NY,8/12/1999 22:30,"Bloominggrove,NY"
Strausburg,,TRIANGLE,OH,8/12/1999 23:00,"Strausburg,OH"
Woodland,,,CA,8/12/1999 23:30,"Woodland,CA"
Put-in Bay,,SPHERE,OH,8/12/1999 23:45,"Put-in Bay,OH"
Winchester,,LIGHT,VA,8/13/1999 0:00,"Winchester,VA"
Westby,,TRIANGLE,WI,8/13/1999 3:58,"Westby,WI"
Casa Grande,,TRIANGLE,AZ,8/13/1999 11:00,"Casa Grande,AZ"
Mesa,GREEN,OTHER,DE,8/13/1999 20:46,"Mesa,DE"
Cheyenne,RED ORANGE,TRIANGLE,WY,8/13/1999 21:50,"Cheyenne,WY"
Monticello,GREEN,FIREBALL,IA,8/13/1999 22:15,"Monticello,IA"
Casa Grande,,TRIANGLE,AZ,8/13/1999 23:00,"Casa Grande,AZ"
Vancouver,GREEN,CIRCLE,WA,8/13/1999 23:00,"Vancouver,WA"
Vancouver,GREEN,OVAL,WA,8/13/1999 23:00,"Vancouver,WA"
Paw Paw,,,IL,8/13/1999 23:30,"Paw Paw,IL"
Salt Lake City,,TRIANGLE,UT,8/14/1999 3:46,"Salt Lake City,UT"
Turnagain Pass,,FLASH,AK,8/14/1999 4:00,"Turnagain Pass,AK"
Columbus,,CIRCLE,OH,8/14/1999 12:00,"Columbus,OH"
Peoria,,OTHER,IL,8/14/1999 12:00,"Peoria,IL"
Destin,,TRIANGLE,FL,8/14/1999 19:30,"Destin,FL"
Milwaukee,,LIGHT,WI,8/14/1999 20:50,"Milwaukee,WI"
Richland,,LIGHT,WA,8/14/1999 22:00,"Richland,WA"
Fort Worth,,CIRCLE,TX,8/14/1999 22:07,"Fort Worth,TX"
Fort Worth,,CIRCLE,TX,8/14/1999 22:07,"Fort Worth,TX"
East Lynne,,DISK,MO,8/14/1999 22:30,"East Lynne,MO"
Grandville,YELLOW,,MI,8/14/1999 23:00,"Grandville,MI"
Trout Lake,ORANGE,LIGHT,WA,8/14/1999 23:00,"Trout Lake,WA"
Plano,,,TX,8/15/1999 0:00,"Plano,TX"
Parkersburg,,CYLINDER,WV,8/15/1999 1:00,"Parkersburg,WV"
Talco,,LIGHT,TX,8/15/1999 2:00,"Talco,TX"
Boulder,,OTHER,CO,8/15/1999 13:00,"Boulder,CO"
Seattle,,,WA,8/15/1999 13:00,"Seattle,WA"
Valparaiso,,DISK,IN,8/15/1999 13:00,"Valparaiso,IN"
Lake Saint Louis,,DIAMOND,MO,8/15/1999 13:30,"Lake Saint Louis,MO"
Greencreek,,CIGAR,ID,8/15/1999 14:00,"Greencreek,ID"
Eleanor,,CIGAR,WV,8/15/1999 16:00,"Eleanor,WV"
Lancaster,RED,FIREBALL,CA,8/15/1999 16:30,"Lancaster,CA"
Boulder,,LIGHT,CO,8/15/1999 17:30,"Boulder,CO"
McCrory,,TRIANGLE,AR,8/15/1999 18:00,"McCrory,AR"
Vancouver,,,WA,8/15/1999 18:50,"Vancouver,WA"
Glendale,,FORMATION,CA,8/15/1999 19:15,"Glendale,CA"
Bath,,VARIOUS,ME,8/15/1999 20:30,"Bath,ME"
Gila Bend,ORANGE,FIREBALL,AZ,8/15/1999 20:30,"Gila Bend,AZ"
Fayetteville,,LIGHT,NC,8/15/1999 21:00,"Fayetteville,NC"
Gaylesville,GREEN,,AL,8/15/1999 21:00,"Gaylesville,AL"
Hobe Sound,,CIRCLE,FL,8/15/1999 21:00,"Hobe Sound,FL"
Huntington Beach,,CIRCLE,CA,8/15/1999 21:45,"Huntington Beach,CA"
Little Falls,,LIGHT,MN,8/15/1999 22:00,"Little Falls,MN"
Matteson,,LIGHT,IL,8/15/1999 22:00,"Matteson,IL"
Sedona,,FLASH,AZ,8/15/1999 22:22,"Sedona,AZ"
Maury Island,,,WA,8/15/1999 22:23,"Maury Island,WA"
Jenks,,LIGHT,OK,8/15/1999 22:30,"Jenks,OK"
Lake Powell,ORANGE,FIREBALL,UT,8/15/1999 22:30,"Lake Powell,UT"
Los Lunas,,,NM,8/15/1999 22:30,"Los Lunas,NM"
Socorro,,OTHER,NM,8/15/1999 22:30,"Socorro,NM"
Eureka,,FLASH,IL,8/15/1999 22:45,"Eureka,IL"
East Northport,ORANGE,FIREBALL,NY,8/15/1999 22:55,"East Northport,NY"
Montauk,,CIRCLE,NY,8/15/1999 23:00,"Montauk,NY"
Rio Rancho,,OTHER,NM,8/15/1999 23:00,"Rio Rancho,NM"
Salem,,OTHER,OR,8/15/1999 23:00,"Salem,OR"
Spokane,,LIGHT,WA,8/15/1999 23:00,"Spokane,WA"
Jemez Springs,,,NM,8/15/1999 23:10,"Jemez Springs,NM"
Albany,,SPHERE,OR,8/15/1999 23:11,"Albany,OR"
Dinosaur,BLUE,,CO,8/15/1999 23:15,"Dinosaur,CO"
See Report...,,,CO,8/15/1999 23:15,"See Report...,CO"
Albuquerque,,,NM,8/15/1999 23:18,"Albuquerque,NM"
Aztec,,LIGHT,NM,8/15/1999 23:18,"Aztec,NM"
Bosque,,,NM,8/15/1999 23:18,"Bosque,NM"
Denver,,FIREBALL,CO,8/15/1999 23:18,"Denver,CO"
Gallup,BLUE,,NM,8/15/1999 23:18,"Gallup,NM"
Las Cruces,,FIREBALL,NM,8/15/1999 23:18,"Las Cruces,NM"
Rawlins,,FIREBALL,WY,8/15/1999 23:18,"Rawlins,WY"
Tularosa,,FLASH,NM,8/15/1999 23:18,"Tularosa,NM"
Salem,,OTHER,UT,8/15/1999 23:50,"Salem,UT"
Janesville,,FLASH,WI,8/16/1999 1:45,"Janesville,WI"
Trapper Creek,,OVAL,AK,8/16/1999 2:45,"Trapper Creek,AK"
Toledo,,LIGHT,OH,8/16/1999 4:00,"Toledo,OH"
Woonsocket,,,RI,8/16/1999 8:30,"Woonsocket,RI"
Langhorne,,OTHER,PA,8/16/1999 21:30,"Langhorne,PA"
Navarre Beach,RED,FIREBALL,FL,8/16/1999 22:40,"Navarre Beach,FL"
Bentonville,ORANGE,FIREBALL,IN,8/16/1999 22:45,"Bentonville,IN"
Grand Marais,,SPHERE,MN,8/16/1999 23:00,"Grand Marais,MN"
Merritt Island Wildlife Refuge,,FIREBALL,FL,8/17/1999 2:30,"Merritt Island Wildlife Refuge,FL"
Moses Lake,BLUE,VARIOUS,WA,8/17/1999 3:15,"Moses Lake,WA"
Portland,,OTHER,OR,8/17/1999 5:50,"Portland,OR"
Las Vegas,,DISK,NV,8/17/1999 16:00,"Las Vegas,NV"
Phoenix,,DIAMOND,AZ,8/17/1999 19:30,"Phoenix,AZ"
Fairfield,,OTHER,CA,8/17/1999 21:00,"Fairfield,CA"
Westfield,GREEN,CIRCLE,NJ,8/17/1999 21:00,"Westfield,NJ"
Grand Rapids,RED,LIGHT,MI,8/17/1999 22:57,"Grand Rapids,MI"
Marmora,,LIGHT,NJ,8/17/1999 23:34,"Marmora,NJ"
Holden,,CIRCLE,MO,8/18/1999 0:10,"Holden,MO"
Tollison,BLUE,FIREBALL,AZ,8/18/1999 1:30,"Tollison,AZ"
Sun Cove,,TRIANGLE,WA,8/18/1999 3:14,"Sun Cove,WA"
Grove City,,OVAL,OH,8/18/1999 21:10,"Grove City,OH"
Center,,FIREBALL,TX,8/19/1999 4:00,"Center,TX"
Columbia,,SPHERE,MO,8/19/1999 11:30,"Columbia,MO"
Wilmington,,TRIANGLE,NC,8/19/1999 15:45,"Wilmington,NC"
LaVergne,,SPHERE,TN,8/19/1999 19:45,"LaVergne,TN"
Great Falls,,OVAL,MT,8/19/1999 20:00,"Great Falls,MT"
Tukwila,,SPHERE,WA,8/19/1999 21:15,"Tukwila,WA"
Vallejo,,VARIOUS,CA,8/19/1999 22:00,"Vallejo,CA"
Barstow,,VARIOUS,CA,8/20/1999 1:00,"Barstow,CA"
Fort Smith,,CIRCLE,AR,8/20/1999 5:45,"Fort Smith,AR"
Spokane,,SPHERE,WA,8/20/1999 14:00,"Spokane,WA"
Crisp Point,,FORMATION,MI,8/20/1999 16:30,"Crisp Point,MI"
Grove City,,LIGHT,PA,8/20/1999 21:00,"Grove City,PA"
Granville,,DISK,OH,8/20/1999 21:30,"Granville,OH"
Akron,,LIGHT,MI,8/20/1999 22:00,"Akron,MI"
Minneapolis,,SPHERE,MN,8/20/1999 23:00,"Minneapolis,MN"
White City,,CIRCLE,OR,8/20/1999 23:30,"White City,OR"
Renton,ORANGE,CIGAR,WA,8/21/1999 2:00,"Renton,WA"
Lake Whitney,,TRIANGLE,TX,8/21/1999 3:00,"Lake Whitney,TX"
Renton,,,WA,8/21/1999 15:15,"Renton,WA"
Snoqualmie Pass,,RECTANGLE,WA,8/21/1999 20:20,"Snoqualmie Pass,WA"
Charlestown,,CIRCLE,IN,8/21/1999 21:40,"Charlestown,IN"
Colusa,,OVAL,CA,8/21/1999 23:00,"Colusa,CA"
Easton,,RECTANGLE,MD,8/22/1999 0:30,"Easton,MD"
Oak Harbor,RED,LIGHT,WA,8/22/1999 1:00,"Oak Harbor,WA"
Syracuse,,OTHER,NY,8/22/1999 6:00,"Syracuse,NY"
Chicago,,OTHER,IL,8/22/1999 11:55,"Chicago,IL"
Rocky Mount,,CIRCLE,NC,8/22/1999 13:30,"Rocky Mount,NC"
Dallas,,CIRCLE,TX,8/22/1999 19:30,"Dallas,TX"
Lahaina,RED GREEN,SPHERE,HI,8/22/1999 20:00,"Lahaina,HI"
Redmond,,FIREBALL,OR,8/22/1999 21:15,"Redmond,OR"
Cave Juntion,,CIGAR,OR,8/22/1999 21:30,"Cave Juntion,OR"
Hwy 199,,FIREBALL,CA,8/22/1999 22:00,"Hwy 199,CA"
Two Rivers,,FIREBALL,WI,8/22/1999 23:00,"Two Rivers,WI"
Portland,ORANGE,TRIANGLE,ME,8/22/1999 23:30,"Portland,ME"
Wilmington,,DISK,NC,8/23/1999 2:30,"Wilmington,NC"
Steelville,,SPHERE,MO,8/23/1999 12:00,"Steelville,MO"
Ozark,,DISK,MO,8/23/1999 14:15,"Ozark,MO"
Milford,,CIGAR,CT,8/23/1999 14:40,"Milford,CT"
Anaheim,,RECTANGLE,CA,8/23/1999 16:00,"Anaheim,CA"
Reno,,CIRCLE,NV,8/24/1999 1:03,"Reno,NV"
Sandy,,TRIANGLE,UT,8/24/1999 9:05,"Sandy,UT"
Merced,RED,VARIOUS,CA,8/24/1999 9:10,"Merced,CA"
Boonville,,OTHER,MO,8/24/1999 19:50,"Boonville,MO"
Ivanhoe,,LIGHT,CA,8/25/1999 0:00,"Ivanhoe,CA"
Hot Springs,,,AR,8/25/1999 5:32,"Hot Springs,AR"
San Jose,GREEN BLUE,,CA,8/25/1999 9:00,"San Jose,CA"
Reseda,,SPHERE,CA,8/25/1999 15:30,"Reseda,CA"
El Dorado Hills,,FLASH,CA,8/25/1999 21:00,"El Dorado Hills,CA"
Santa Cruz,,SPHERE,CA,8/25/1999 21:30,"Santa Cruz,CA"
Versailles,ORANGE,SPHERE,IN,8/25/1999 22:30,"Versailles,IN"
Grapevine,,LIGHT,CA,8/26/1999 0:00,"Grapevine,CA"
Olympic National Park,,DISK,WA,8/26/1999 15:00,"Olympic National Park,WA"
Great Falls,,LIGHT,MT,8/26/1999 21:20,"Great Falls,MT"
Port Angeles,YELLOW BLUE,FIREBALL,WA,8/27/1999 0:15,"Port Angeles,WA"
Auburn,,CIRCLE,WA,8/27/1999 5:30,"Auburn,WA"
Newburgh,,TRIANGLE,NY,8/27/1999 19:00,"Newburgh,NY"
Southfield,,LIGHT,MI,8/27/1999 20:58,"Southfield,MI"
Southfield,,LIGHT,MI,8/27/1999 20:58,"Southfield,MI"
Brier,BLUE,CHEVRON,WA,8/27/1999 22:30,"Brier,WA"
San Diego,ORANGE,CIRCLE,CA,8/28/1999 2:00,"San Diego,CA"
Burbank,,,CA,8/28/1999 5:31,"Burbank,CA"
New York City,,SPHERE,NY,8/28/1999 11:45,"New York City,NY"
Albuquerque,,,NM,8/28/1999 18:00,"Albuquerque,NM"
Wichita,,CIGAR,KS,8/28/1999 20:00,"Wichita,KS"
Granada Hills,,FLASH,CA,8/28/1999 20:40,"Granada Hills,CA"
New York City,,CIRCLE,NY,8/28/1999 22:00,"New York City,NY"
Chicago,,CIRCLE,IL,8/28/1999 22:10,"Chicago,IL"
Oshkosh,,SPHERE,WI,8/29/1999 15:00,"Oshkosh,WI"
